Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State 2me
3,Outdoor,1,1,2,11.26430333,77.41222833,2
2,Indoor,3,4,1,13.32633477,77.81214876,2
1,Outdoor,1,5,1,-1,-1,2
3,Indoor,1,4,1,22.8247208,70.86440343,2
3,Outdoor,1,5,1,20.130894,85.80724,Odisha
3,Outdoor,1,5,1,-1,-1,2
3,Outdoor,1,3,1,16.5129873,80.66854953,2
1,Indoor,2,5,1,30.66782833,76.863675,2
1,Indoor,2,5,1,30.6676816,76.8637042,2
3,Travelling,1,1,3,22.0978527,87.7607724,2
3,Travelling,1,5,1,29.67296504,77.00338695,2
2,Indoor,1,1,2,28.57399524,77.19120242,2
2,Outdoor,2,2,2,28.51642591,77.55612106,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
2,Travelling,2,1,2,28.57399524,77.19120242,2
2,Indoor,2,2,2,28.57399524,77.19120242,2
2,Indoor,1,1,2,28.57399524,77.19120242,2
2,Outdoor,2,2,2,28.51642591,77.55612106,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
2,Travelling,2,1,2,28.57399524,77.19120242,2
2,Indoor,2,2,2,28.57399524,77.19120242,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
5,Indoor,2,5,1,-1,-1,2
1,Travelling,1,4,1,-1,-1,2
5,Indoor,1,4,1,16.3238368,80.47922326,2
1,Travelling,1,4,1,23.0265101,72.5572588,2
3,Outdoor,1,5,1,25.79208148,72.23364243,2
3,Indoor,1,5,1,22.0978527,87.7607724,2
2,Indoor,1,5,1,10.9537369,78.0660059,2
2,Indoor,1,5,1,26.88336186,75.81321018,2
1,Indoor,2,4,1,22.25884066,73.1892042,2
3,Indoor,1,5,1,-1,-1,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
1,Indoor,1,4,1,-1,-1,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
2,Outdoor,3,3,2,17.50498653,78.3015541,2
2,Indoor,2,4,1,20.38220724,72.91746851,2
3,Outdoor,1,4,1,20.7045217,77.0105649,2
2,Indoor,1,5,1,10.9537369,78.0660059,2
3,Indoor,1,5,1,22.5198974,88.3457013,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
2,Travelling,1,5,1,18.9931278,75.7681532,2
4,Travelling,2,5,1,18.9931278,75.7681532,2
2,Travelling,1,5,1,18.9931278,75.7681532,2
2,Travelling,2,5,1,18.99580614,75.76782623,2
2,Travelling,1,5,1,18.9956168,75.76742553,2
1,Indoor,1,1,2,23.55267542,74.44935296,2
3,Indoor,1,5,1,20.7045217,77.0105649,2
2,Outdoor,2,5,1,23.646187,86.94849,West Bengal
3,Travelling,1,5,1,-1,-1,2
2,Indoor,1,5,1,12.6528914,79.9921742,2
1,Indoor,2,4,1,22.6326078,88.3730846,2
3,Indoor,1,5,1,-1,-1,2
1,Indoor,2,4,1,18.98735892,72.83299188,2
2,Indoor,1,5,1,10.9537369,78.0660059,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
2,Travelling,1,5,1,28.5053475,77.3322629,2
3,Travelling,1,5,1,-1,-1,2
3,Indoor,1,5,1,19.04567602,72.86371789,2
3,Indoor,1,5,1,18.97113627,72.83814264,2
3,Indoor,1,5,1,18.97107557,72.83774811,2
3,Indoor,1,5,1,18.99548395,72.83689639,2
3,Indoor,1,5,1,18.9711351,72.83788666,2
3,Travelling,1,5,1,19.05375433,72.86775423,2
3,Outdoor,1,5,1,19.05375433,72.86775423,2
1,Indoor,1,5,1,28.5357334,77.3438872,2
3,Outdoor,1,2,2,28.46582604,77.0198223,2
3,Indoor,1,5,1,19.24355222,73.1762139,2
3,Indoor,1,5,1,21.49220413,86.9135654,2
3,Indoor,1,5,1,21.49220413,86.9135654,2
3,Indoor,1,5,1,21.49220413,86.9135654,2
3,Indoor,1,5,1,27.84400769,75.25044038,2
3,Outdoor,1,1,2,22.576192,88.4540006,2
3,Outdoor,1,3,1,18.3996857,76.5638085,2
3,Outdoor,1,4,1,23.26476683,77.46192797,2
5,Indoor,2,2,2,12.0472298,75.52437745,2
2,Outdoor,1,1,2,28.6692628,77.2846816,2
2,Outdoor,1,1,2,28.6692628,77.2846816,2
3,Outdoor,1,1,2,18.3875181,76.5609808,2
1,Indoor,2,1,2,-1,-1,2
2,Indoor,1,1,3,28.6692628,77.2846816,2
3,Indoor,1,3,2,-1,-1,2
2,Outdoor,1,5,1,12.6583169,79.9995836,2
1,Indoor,2,4,1,19.0112125,72.8255382,2
1,Outdoor,1,4,1,24.54078342,81.27433204,2
2,Outdoor,1,1,2,28.6692628,77.2846816,2
3,Indoor,1,4,1,22.8247208,70.86440343,2
3,Indoor,1,4,1,16.3238368,80.47922326,2
2,Indoor,2,5,1,23.21052778,77.41471612,2
1,Indoor,2,1,3,-1,-1,2
2,Travelling,1,4,1,22.06750682,82.15345237,2
5,Travelling,2,1,2,29.3656692,76.9816685,2
3,Outdoor,1,5,1,18.47602574,73.86234263,2
3,Outdoor,1,1,2,-1,-1,2
3,Indoor,1,5,1,18.51106686,73.73276985,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
3,Indoor,1,4,1,28.23063333,77.867385,2
2,Indoor,1,1,2,28.57399524,77.19120242,2
2,Indoor,2,1,2,28.6692628,77.2846816,2
3,Indoor,1,4,1,22.56918833,88.268545,2
2,Travelling,2,4,1,18.095163,75.426476,Maharashtra
2,Travelling,2,4,1,18.095163,75.426476,Maharashtra
2,Indoor,2,3,1,30.10463083,78.28761008,2
2,Indoor,1,3,1,30.10463083,78.28761008,2
2,Indoor,2,3,1,30.10383205,78.29794281,2
2,Indoor,2,3,1,30.10770517,78.29755194,2
2,Indoor,1,3,1,30.10388421,78.29808963,2
2,Indoor,2,3,1,30.10463083,78.28761008,2
3,Indoor,1,3,2,-1,-1,2
2,Outdoor,2,3,1,30.11538923,78.28177891,2
1,Indoor,1,1,2,23.5522262,74.4576517,2
3,Indoor,1,4,1,-1,-1,2
1,Indoor,2,5,1,28.5357334,77.3438872,2
2,Outdoor,1,5,1,28.38274479,77.28533001,2
2,Indoor,1,4,1,22.4911281,88.401828,2
2,Indoor,1,4,1,22.4911386,88.4018357,2
2,Indoor,1,5,1,10.95396368,78.06585009,2
3,Indoor,1,5,1,30.7409604,76.7861384,2
4,Outdoor,2,4,1,10.13915321,76.45459128,2
3,Indoor,1,4,1,16.3238368,80.47922326,2
1,Travelling,2,4,1,28.589787,77.29796,Delhi
3,Indoor,1,1,2,-1,-1,2
2,Indoor,1,4,1,20.38220724,72.91746851,2
3,Indoor,1,4,1,18.52433578,73.85060528,2
3,Outdoor,1,5,1,18.52433578,73.85060528,2
3,Indoor,1,4,1,-1,-1,2
1,Indoor,2,5,1,28.45145102,77.6114028,2
2,Indoor,1,4,1,19.0502622,72.9043391,2
2,Outdoor,3,4,1,17.50492144,78.30160003,2
2,Indoor,3,3,2,26.4584739,80.3539555,2
3,Indoor,1,4,1,19.0186591,73.0437344,2
2,Indoor,1,5,1,10.95396368,78.06585009,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
2,Indoor,1,5,1,28.38274479,77.28533001,2
4,Travelling,2,2,2,16.523594,80.600296,Andhra Pradesh
2,Indoor,2,3,2,12.97048599,80.22470744,2
3,Indoor,1,4,1,22.8663046,88.35581931,2
3,Indoor,1,4,1,22.8663046,88.35581931,2
2,Indoor,1,3,1,27.79414793,76.63565888,2
2,Indoor,1,3,1,27.79414793,76.63565888,2
2,Indoor,1,3,1,27.79414573,76.63554227,2
2,Indoor,1,3,1,27.79414573,76.63554227,2
3,Travelling,1,5,1,22.42499785,71.20217442,2
5,Indoor,2,2,2,12.0472298,75.52437745,2
2,Indoor,1,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
3,Travelling,1,5,1,11.3659146,77.7486832,2
2,Indoor,1,3,1,30.1113294,78.294392,2
2,Outdoor,3,3,1,-1,-1,2
3,Outdoor,1,5,1,20.70963164,77.00931549,2
3,Outdoor,1,4,1,20.71392044,77.01400201,2
3,Indoor,1,4,1,20.71392044,77.01400201,2
3,Outdoor,1,5,1,20.71892182,77.00904407,2
3,Outdoor,1,5,1,20.70963164,77.00931549,2
2,Indoor,2,4,1,19.0502622,72.9043391,2
2,Indoor,1,3,1,27.79414573,76.63554227,2
3,Outdoor,1,3,2,17.5049721,78.3015256,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
3,Travelling,1,2,2,18.6436467,73.7810638,2
2,Travelling,1,5,1,28.5065592,77.3336987,2
3,Indoor,1,4,1,16.3241997,80.4785305,2
5,Indoor,2,2,2,12.0472298,75.52437745,2
3,Indoor,1,4,1,-1,-1,2
4,Indoor,2,5,1,23.20345047,80.00583855,2
3,Indoor,1,5,1,11.34975283,77.71540736,2
2,Outdoor,1,5,1,26.1425525,87.8379287,2
3,Indoor,1,1,3,17.47890373,78.56175172,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
3,Outdoor,1,5,1,22.6489551,88.38439436,2
3,Outdoor,1,5,1,28.463558,77.033165,Harya2
2,Indoor,1,4,1,19.0502622,72.9043391,2
2,Indoor,1,1,3,-1,-1,2
2,Indoor,1,5,1,28.38274479,77.28533001,2
3,Indoor,1,5,1,19.04746628,72.85818508,2
3,Indoor,1,5,1,19.04746628,72.85818508,2
3,Indoor,1,1,2,19.11589004,73.00764941,2
3,Indoor,1,1,2,19.11589004,73.00764941,2
3,Indoor,1,5,1,19.11589004,73.00764941,2
3,Indoor,1,5,1,19.11168089,73.01750108,2
4,Indoor,2,2,2,13.0212895,80.2633938,2
1,Indoor,2,5,1,13.0186176,80.2615778,2
4,Indoor,2,1,3,13.0194899,80.2640712,2
4,Indoor,2,2,2,13.0194899,80.2640712,2
1,Travelling,2,5,1,13.0213155,80.2634419,2
3,Travelling,1,5,1,26.236534,73.00678,Rajasthan
3,Outdoor,1,4,1,12.901285,80.19782,Tamil 2du
1,Indoor,2,4,1,-1,-1,2
2,Indoor,1,4,1,19.0502622,72.9043391,2
3,Outdoor,1,3,1,28.4727171,77.03106739,2
1,Indoor,2,4,1,-1,-1,2
2,Indoor,1,5,1,13.0575056,77.583523,2
3,Indoor,1,5,1,11.34547972,77.70789832,2
5,Indoor,1,2,2,12.0472298,75.52437745,2
2,Outdoor,2,1,2,17.43558333,78.49369333,2
2,Outdoor,1,1,2,17.43558333,78.49369333,2
2,Indoor,1,1,2,17.43558333,78.49369333,2
2,Outdoor,1,1,2,17.43558333,78.49369333,2
2,Outdoor,2,1,2,17.43558333,78.49369333,2
3,Outdoor,1,1,2,-1,-1,2
1,Outdoor,1,5,1,28.64515932,77.38184824,2
3,Outdoor,1,4,1,11.27680063,77.25972176,2
2,Travelling,1,1,2,-1,-1,2
3,Travelling,1,5,1,21.34322079,83.62448607,2
1,Indoor,1,5,1,13.07145015,80.18539572,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
5,Indoor,1,2,2,12.0472298,75.52437745,2
3,Travelling,1,5,1,21.34322079,83.62448607,2
2,Indoor,2,1,2,28.34837974,77.33255277,2
2,Indoor,2,1,2,28.34837974,77.33255277,2
2,Indoor,2,1,2,28.34837974,77.33255277,2
3,Indoor,1,4,1,16.3241997,80.4785305,2
4,Indoor,2,5,1,17.39979333,78.47484667,2
2,Indoor,1,4,1,12.98440617,77.55335994,2
3,Travelling,1,5,1,21.34322079,83.62448607,2
2,Indoor,1,4,1,22.5158041,88.6082582,2
2,Indoor,1,5,1,10.95396368,78.06585009,2
2,Outdoor,1,4,1,-1,-1,2
1,Indoor,2,5,1,26.85768288,76.09120556,2
3,Outdoor,1,5,1,22.63979511,88.39412328,2
2,Indoor,2,5,1,13.0575056,77.583523,2
3,Outdoor,1,5,1,22.63979511,88.39412328,2
2,Outdoor,2,1,2,17.26423167,78.377925,2
1,Indoor,2,4,1,18.98735892,72.83299188,2
3,Indoor,1,4,1,-1,-1,2
2,Indoor,1,5,1,13.0575202,77.5835059,2
1,Indoor,2,4,1,22.25884066,73.1892042,2
2,Indoor,2,1,2,28.57399524,77.19120242,2
3,Travelling,1,5,1,21.34322079,83.62448607,2
2,Indoor,1,4,1,28.8759604,76.6440886,2
1,Indoor,1,4,1,28.56608,77.19083667,2
2,Indoor,1,5,1,17.43517296,78.45064089,2
3,Indoor,1,4,1,28.6314973,77.27529861,2
3,Travelling,1,5,1,22.42445986,71.20245337,2
1,Indoor,2,5,1,26.85768288,76.09120556,2
2,Travelling,1,5,1,28.711248,77.11377,Delhi
1,Indoor,2,4,1,22.6325785,88.3730644,2
5,Outdoor,2,3,3,18.47602574,73.86234263,2
2,Indoor,1,2,2,28.60493591,77.29665507,2
3,Travelling,1,5,1,21.34322079,83.62448607,2
2,Outdoor,1,3,1,17.471344,78.459656,Telanga2
2,Outdoor,3,3,1,17.471344,78.459656,Telanga2
2,Travelling,1,5,1,28.5071752,77.3326219,2
3,Indoor,1,5,1,21.49220413,86.9135654,2
1,Outdoor,2,3,1,13.021276,80.17199,Tamil 2du
1,Indoor,1,4,1,28.56608,77.19083667,2
1,Indoor,2,4,1,28.56608,77.19083667,2
1,Outdoor,2,5,1,-1,-1,2
2,Outdoor,2,4,1,11.6690218,78.141481,2
5,Travelling,2,5,1,23.4591771,72.68044288,2
2,Travelling,2,5,1,21.34322079,83.62448607,2
2,Indoor,2,1,2,-1,-1,2
2,Indoor,2,5,1,19.2695091,72.8778662,2
3,Travelling,1,3,1,26.410688,81.13436,2
3,Travelling,2,3,1,26.576483,81.15555,Uttar Pradesh
4,Indoor,2,5,1,17.43417354,78.40042956,2
1,Outdoor,1,1,2,28.587864,77.31047,Uttar Pradesh
2,Indoor,1,1,3,-1,-1,2
3,Travelling,1,2,2,18.6436467,73.7810638,2
5,Outdoor,3,2,2,17.3032128,78.55220522,2
2,Outdoor,2,1,2,17.26423167,78.377925,2
3,Indoor,1,4,1,29.48053752,77.69213618,2
2,Indoor,2,4,1,19.0502911,72.9043566,2
7,Indoor,2,2,2,-1,-1,2
3,Indoor,1,4,1,28.6314973,77.27529861,2
3,Outdoor,1,1,2,28.635223,77.21695,Delhi
3,Travelling,1,2,2,28.635223,77.21695,2
3,Outdoor,1,1,2,28.275574,76.89416,Harya2
5,Indoor,3,3,1,18.477835,73.88814333,2
3,Indoor,1,1,2,17.44473433,78.3738869,2
3,Travelling,1,5,1,25.59051373,79.56144739,2
3,Travelling,1,5,1,25.59051373,79.56144739,2
3,Outdoor,1,1,2,25.59051373,79.56144739,2
3,Travelling,1,5,1,25.59051373,79.56144739,2
3,Travelling,1,4,1,25.59034038,79.56151315,2
3,Travelling,1,5,1,25.59048097,79.5615065,2
3,Travelling,1,5,1,25.59048097,79.5615065,2
3,Travelling,1,5,1,25.59048097,79.5615065,2
3,Outdoor,1,4,1,18.5189999,73.8568287,2
3,Outdoor,1,5,1,22.63979511,88.39412328,2
1,Travelling,1,1,2,23.5522262,74.4576517,2
2,Indoor,1,5,1,10.95396368,78.06585009,2
4,Indoor,2,3,1,-1,-1,2
4,Indoor,2,3,1,-1,-1,2
4,Indoor,2,3,1,-1,-1,2
4,Indoor,3,3,1,-1,-1,2
4,Indoor,3,3,1,-1,-1,2
3,Indoor,1,4,1,22.8663046,88.35581931,2
3,Indoor,1,4,1,23.2728501,77.3829277,2
3,Indoor,1,4,1,23.2728501,77.3829277,2
3,Travelling,1,4,1,23.2588373,77.3868106,2
3,Travelling,1,4,1,23.2512837,77.4024469,2
1,Outdoor,1,3,2,25.79869553,72.18036407,2
5,Travelling,2,5,1,22.42445986,71.20245337,2
3,Indoor,1,4,1,23.2511206,77.4269871,2
2,Outdoor,2,3,1,30.1113294,78.294392,2
2,Outdoor,2,3,1,30.1113476,78.2944161,2
2,Outdoor,2,3,1,30.1113473,78.2944157,2
2,Outdoor,1,3,1,30.1113572,78.29445985,2
2,Outdoor,2,1,2,17.26423167,78.377925,2
2,Indoor,2,1,3,28.715541,77.1318451,2
1,Indoor,1,5,1,15.48085472,78.4860051,2
3,Outdoor,1,1,2,25.64749333,85.08218667,2
3,Indoor,1,4,1,22.8663046,88.35581931,2
1,Indoor,2,4,1,-1,-1,2
1,Indoor,2,4,1,-1,-1,2
1,Indoor,2,4,1,-1,-1,2
1,Indoor,2,4,1,-1,-1,2
1,Outdoor,2,3,1,28.587866,77.31046,Uttar Pradesh
3,Indoor,1,5,1,-1,-1,2
3,Indoor,1,4,1,21.5145801,86.8897766,2
2,Travelling,1,5,1,8.53323117,76.91632155,2
5,Indoor,1,4,1,19.41864558,72.80172538,2
3,Outdoor,1,5,1,8.50008872,76.95977583,2
1,Indoor,2,3,2,-1,-1,2
1,Outdoor,1,1,3,15.367497,75.1291805,2
2,Indoor,2,2,3,28.715541,77.1318451,2
3,Outdoor,1,3,1,28.7008102,77.1168216,2
3,Outdoor,1,3,1,28.7008102,77.1168216,2
3,Outdoor,1,3,1,28.7008102,77.1168216,2
3,Outdoor,1,3,1,28.7008102,77.1168216,2
3,Indoor,1,4,1,10.00766157,76.36339797,2
3,Travelling,1,5,1,25.59048097,79.5615065,2
2,Outdoor,1,5,1,10.001394,77.6186559,2
3,Indoor,1,5,1,13.1232595,80.1914312,2
5,Indoor,3,5,1,19.69695663,72.76572607,2
2,Indoor,1,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,21.0556275,70.5315133,2
2,Indoor,1,5,1,-1,-1,2
2,Outdoor,1,5,1,-1,-1,2
2,Outdoor,2,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
2,Outdoor,2,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
2,Travelling,2,1,3,-1,-1,2
2,Outdoor,1,1,3,-1,-1,2
2,Outdoor,1,1,2,-1,-1,2
2,Travelling,1,1,3,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
3,Indoor,2,5,1,26.84896599,75.80326425,2
3,Indoor,1,5,1,22.576471,88.3607557,2
1,Travelling,2,5,1,22.67874833,72.872025,2
3,Indoor,1,5,1,-1,-1,2
3,Indoor,1,5,1,22.576471,88.3607557,2
2,Indoor,1,4,1,12.98440617,77.55335994,2
3,Travelling,1,5,1,21.179262,72.81252,Gujarat
2,Travelling,2,1,2,17.26423167,78.377925,2
3,Travelling,1,2,2,18.6436467,73.7810638,2
1,Outdoor,1,1,2,30.7103478,76.693785,2
1,Indoor,2,1,2,30.7092262,76.695187,2
1,Indoor,1,1,2,30.7090772,76.6953242,2
1,Indoor,1,1,2,30.7007622,76.7074229,2
3,Travelling,1,5,1,19.94578292,82.89414023,2
5,Indoor,3,3,1,18.477835,73.88814333,2
1,Indoor,1,4,1,26.6876953,88.3873833,2
1,Indoor,1,4,1,26.6876953,88.3873833,2
4,Outdoor,3,4,1,13.016317,77.568059,2
2,Travelling,1,5,1,28.508759,77.338006,2
2,Indoor,2,4,1,20.38220724,72.91746851,2
2,Indoor,1,4,1,18.4393072,73.8001987,2
3,Outdoor,1,4,1,23.00843996,72.50733674,2
3,Indoor,1,5,1,30.69468106,76.85365556,2
3,Outdoor,1,3,1,28.7008102,77.1168216,2
3,2,1,5,1,18.13495,76.7485,Maharashtra
5,Indoor,1,2,2,12.0472298,75.52437745,2
4,Indoor,2,3,1,-1,-1,2
4,Indoor,2,3,1,-1,-1,2
4,Indoor,2,3,1,-1,-1,2
4,Indoor,2,2,2,-1,-1,2
3,Travelling,1,3,1,23.325642,75.01894,Madhya Pradesh
2,Indoor,1,4,1,20.38220724,72.91746851,2
4,Indoor,2,4,1,22.6325785,88.3730644,2
2,Indoor,1,4,1,28.8759604,76.6440886,2
3,Outdoor,1,5,1,20.70963164,77.00931549,2
3,Indoor,1,5,1,20.70963164,77.00931549,2
3,Indoor,1,5,1,20.70963164,77.00931549,2
3,Indoor,1,5,1,13.1232595,80.1914312,2
2,Indoor,1,4,1,28.87508688,76.64342355,2
2,Indoor,1,2,2,22.5158041,88.6082582,2
5,Outdoor,1,1,3,18.47602574,73.86234263,2
2,Indoor,2,5,1,23.21052778,77.41471612,2
2,Outdoor,1,1,2,17.26423167,78.377925,2
2,Indoor,3,5,1,-1,-1,2
1,Travelling,1,2,2,23.76637667,87.874535,2
1,Travelling,2,2,2,23.76637667,87.874535,2
2,Indoor,3,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,1,5,1,-1,-1,2
3,Indoor,1,5,1,30.69468106,76.85365556,2
2,Indoor,2,5,1,-1,-1,2
2,Indoor,2,5,1,-1,-1,2
1,Indoor,1,4,1,22.82486626,70.86178514,2
1,Indoor,1,4,1,22.82693898,70.8625484,2
1,Indoor,1,4,1,22.82693898,70.8625484,2
1,Outdoor,1,4,1,22.82693898,70.8625484,2
1,Outdoor,1,4,1,22.8430706,70.8566205,2
1,Outdoor,1,4,1,22.8430706,70.8566205,2
1,Outdoor,1,4,1,22.8281059,70.8564366,2
1,Indoor,1,4,1,22.8960788,70.8725807,2
1,Indoor,1,4,1,22.8960788,70.8725807,2
1,Indoor,3,4,1,22.82693898,70.8625484,2
4,Indoor,2,4,1,22.8960788,70.8725807,2
1,Indoor,2,4,1,22.8960788,70.8725807,2
1,Indoor,2,4,1,22.8960788,70.8725807,2
3,Travelling,1,5,1,25.873363,81.75347,Uttar Pradesh
5,Outdoor,2,1,2,28.651628,77.27557,Delhi
2,Indoor,1,5,1,18.6222137,73.9178984,2
2,Indoor,1,5,1,18.62224004,73.91796259,2
2,Indoor,1,4,1,-1,-1,2
2,Travelling,1,1,3,28.71659805,77.13163497,2
2,Indoor,1,4,1,12.98440617,77.55335994,2
1,Outdoor,2,5,1,10.9536557,76.971892,2
3,Outdoor,1,5,1,25.6606183,72.01104272,2
7,2,2,2,2,25.272804,78.46221,2
7,2,2,2,2,23.277422,77.418396,2
7,2,2,4,1,21.631348,76.36518,Madhya Pradesh
7,Travelling,1,4,1,18.972414,72.8281,Maharashtra
7,Travelling,1,2,2,18.972666,72.82822,Maharashtra
7,2,3,2,2,19.070808,72.89317,Maharashtra
7,2,2,4,1,19.631283,73.456505,2
7,2,2,3,1,19.695732,73.5515,2
7,2,2,1,2,20.250599,74.43988,Maharashtra
7,2,2,2,2,26.547958,80.483986,Uttar Pradesh
7,2,2,1,2,26.549751,80.4879,Uttar Pradesh
7,2,2,1,2,27.113974,81.65086,Uttar Pradesh
7,2,2,1,2,26.752428,83.107216,Uttar Pradesh
7,Outdoor,2,1,2,26.768614,83.36341,Uttar Pradesh
7,Outdoor,2,4,1,26.768614,83.36341,Uttar Pradesh
7,Outdoor,2,3,1,27.14492,83.54066,Uttar Pradesh
7,Outdoor,2,3,1,26.768671,83.36452,Uttar Pradesh
1,Outdoor,2,2,2,26.769203,83.363266,Uttar Pradesh
1,Outdoor,2,3,1,26.7657,83.366066,2
1,Outdoor,2,3,1,26.765083,83.361275,2
5,Indoor,1,3,2,17.7192125,83.3308009,2
2,Outdoor,2,3,1,13.013433,80.20401,Tamil 2du
3,Travelling,1,5,1,25.59048097,79.5615065,2
3,Travelling,1,5,1,25.59048097,79.5615065,2
1,Indoor,1,2,2,28.5589681,77.153245,2
1,Indoor,2,3,2,28.5559153,77.1062664,2
2,Indoor,1,1,3,28.71659805,77.13163497,2
2,Travelling,2,3,1,30.37344868,75.86248028,2
2,Travelling,1,5,1,10.0006524,77.6162012,2
2,Indoor,2,5,1,23.21052778,77.41471612,2
2,Indoor,1,5,1,34.12311036,74.50368349,2
3,Indoor,1,4,1,22.568955,88.26859333,2
3,Indoor,1,4,1,22.54954,88.33140667,2
1,Indoor,1,3,1,28.23063333,77.867385,2
3,Indoor,1,5,1,21.49220413,86.9135654,2
1,Indoor,1,4,1,-1,-1,2
3,Outdoor,1,5,1,26.271719,73.00642,Rajasthan
3,Outdoor,1,4,1,19.950735,73.75792,Maharashtra
3,Outdoor,1,5,1,22.55713105,88.34787726,2
1,Outdoor,2,2,2,28.590202,77.29764,Delhi
2,Indoor,1,3,1,27.7968253,76.63221757,2
1,Indoor,2,2,2,20.37567569,72.9108837,2
3,Outdoor,1,4,1,11.2428637,77.2378688,2
1,Indoor,2,4,1,-1,-1,2
3,Indoor,1,1,2,-1,-1,2
1,Indoor,2,1,2,21.18748091,72.85886288,2
3,Travelling,1,3,2,22.5943281,88.3964393,2
1,Indoor,2,4,1,22.25884066,73.1892042,2
3,Travelling,1,5,1,22.42446903,71.20244632,2
3,Travelling,1,5,1,25.55365566,79.50984271,2
3,Indoor,1,5,1,-1,-1,2
3,Outdoor,1,3,2,30.37913289,75.86455816,2
3,Travelling,1,5,1,21.34322079,83.62448607,2
3,Indoor,1,1,2,-1,-1,2
1,Indoor,2,1,2,-1,-1,2
3,Indoor,1,1,2,-1,-1,2
3,Outdoor,1,4,1,12.901285,80.19782,Tamil 2du
2,Indoor,1,3,1,27.7968253,76.63221757,2
3,Indoor,1,4,1,19.0569895,72.8327923,2
3,Outdoor,1,1,2,27.56218013,78.65560182,2
3,Travelling,1,2,2,18.6436467,73.7810638,2
1,Indoor,2,1,2,21.18748091,72.85886288,2
2,Outdoor,2,5,1,22.59358,88.41331,West Bengal
2,Indoor,1,4,1,28.8759604,76.6440886,2
3,Outdoor,1,3,1,27.5621764,78.65560646,2
1,Indoor,1,3,1,26.6876953,88.3873833,2
8,Outdoor,2,5,1,19.0842647,72.9969877,2
3,Outdoor,1,5,1,21.4752226,83.8866636,2
2,Indoor,2,3,1,28.6479222,77.1612782,2
2,Outdoor,1,5,1,8.53323117,76.91632155,2
3,Indoor,1,5,1,22.0978527,87.7607724,2
5,Indoor,2,5,1,21.12888007,79.05863277,2
5,Indoor,1,3,2,17.7192609,83.3308828,2
3,Outdoor,1,4,1,27.37646779,74.6449949,2
3,Outdoor,1,3,1,25.6606183,72.01104272,2
2,Indoor,1,4,1,28.8759604,76.6440886,2
3,Travelling,1,3,1,18.6436467,73.7810638,2
2,Indoor,1,4,1,28.8759604,76.6440886,2
3,Outdoor,1,5,1,25.6606183,72.01104272,2
3,Outdoor,1,3,1,27.56217278,78.6556074,2
3,Indoor,1,3,1,28.4639936,77.03500204,2
3,Outdoor,1,5,1,19.950735,73.75792,Maharashtra
2,Travelling,1,5,1,18.99073679,75.7490144,2
2,Travelling,1,4,1,28.711248,77.11377,Delhi
1,Indoor,2,5,1,23.5565412,72.61911794,2
3,Indoor,1,5,1,26.1409595,91.7887296,2
3,Outdoor,1,5,1,-1,-1,2
5,Travelling,1,4,1,13.20722,77.655685,Kar2taka
3,2,1,5,1,25.873363,81.75347,Uttar Pradesh
3,Outdoor,2,5,1,13.075087,80.25673,2
1,Indoor,1,5,1,23.5565412,72.61911794,2
5,Travelling,1,3,1,21.22941699,72.78248045,2
5,Indoor,1,5,1,21.22941699,72.78248045,2
3,Indoor,1,3,1,19.2073358,73.1858259,2
5,Indoor,2,5,1,21.12888007,79.05863277,2
3,Indoor,1,4,1,19.0186563,73.0437204,2
2,Outdoor,1,1,2,12.978673,80.25914,Tamil 2du
3,Travelling,1,5,1,25.55365566,79.50984271,2
1,Outdoor,2,5,1,22.939286,72.4598752,2
3,Travelling,1,2,2,18.6436467,73.7810638,2
2,Outdoor,1,4,1,-1,-1,2
3,Outdoor,1,5,1,28.605825,76.98289,Delhi
2,Indoor,2,2,2,28.57399524,77.19120242,2
